StreamID: 289
Parameters: FLOW_OUTcms, ORGN_OUTkg
Dates: 01/01/2001 - 12/31/2015



UTCoffset(sec)   Date(m/d/y)   FLOW_OUTcms   ORGN_OUTkg
1152748800       7/13/2006     302.0         54.64        
1152835200       7/14/2006     277.5         9.052        
1152921600       7/15/2006     255.4         2.219        
1153008000       7/16/2006     233.7         0.6125       
1153094400       7/17/2006     242.2         57.47        
1153180800       7/18/2006     278.1         253.8        
1153267200       7/19/2006     259.1         54.58        
1153353600       7/20/2006     292.4         182.1        
1153440000       7/21/2006     385.2         922.4        
1153526400       7/22/2006     296.8         90.72        
1153612800       7/23/2006     287.9         38.75        
1153699200       7/24/2006     295.3         71.51        
1153785600       7/25/2006     360.4         459.6        
1153872000       7/26/2006     450.4         960.0        
1153958400       7/27/2006     331.1         105.6        
1154044800       7/28/2006     309.4         26.42        
1154131200       7/29/2006     302.3         26.78        
1154217600       7/30/2006     371.6         383.2        
1154304000       7/31/2006     307.1         35.77        
1154390400       8/1/2006      281.1         4.865        
1154476800       8/2/2006      277.9         35.65        
1154563200       8/3/2006      253.4         3.178        
1154649600       8/4/2006      231.4         0.4305       
1154736000       8/5/2006      213.6         0.06463      
1154822400       8/6/2006      194.5         0.0          
1154908800       8/7/2006      176.9         0.0          
1154995200       8/8/2006      164.4         0.01431      
1155081600       8/9/2006      149.5         0.0          
1155168000       8/10/2006     136.4         0.0          
1155254400       8/11/2006     126.8         0.0          
1155340800       8/12/2006     134.3         6.811        
1155427200       8/13/2006     222.2         342.9        
1155513600       8/14/2006     178.4         29.29        
1155600000       8/15/2006     168.2         4.536        
1155686400       8/16/2006     205.4         54.69        
1155772800       8/17/2006     392.7         843.9        
1155859200       8/18/2006     485.7         1888.0       
1155945600       8/19/2006     388.6         493.8        
1156032000       8/20/2006     345.1         115.7        
1156118400       8/21/2006     322.6         27.26        
1156204800       8/22/2006     304.7         7.602        
1156291200       8/23/2006     281.6         2.249        
1156377600       8/24/2006     528.7         1846.0       
1156464000       8/25/2006     368.0         276.5        
1156550400       8/26/2006     337.0         84.29        
1156636800       8/27/2006     350.9         82.77        
1156723200       8/28/2006     319.6         14.29        
1156809600       8/29/2006     328.2         32.28        
1156896000       8/30/2006     361.5         215.5        
1156982400       8/31/2006     313.2         19.18        
1157068800       9/1/2006      288.6         2.594        
1157155200       9/2/2006      264.7         0.3769       
1157241600       9/3/2006      241.5         0.05693      
1157328000       9/4/2006      285.8         145.9        
1157414400       9/5/2006      250.8         17.98        
1157500800       9/6/2006      230.7         2.339        
1157587200       9/7/2006      212.8         0.3313       
1157673600       9/8/2006      200.0         0.05293      
1157760000       9/9/2006      196.0         0.6406       
1157846400       9/10/2006     192.1         0.6598       
1157932800       9/11/2006     178.5         0.0638       
1158019200       9/12/2006     165.4         0.0          
1158105600       9/13/2006     152.8         0.0          
1158192000       9/14/2006     140.9         0.0          
1158278400       9/15/2006     130.0         0.0          
1158364800       9/16/2006     120.1         0.0          
1158451200       9/17/2006     110.1         0.0          
1158537600       9/18/2006     125.8         11.99        
1158624000       9/19/2006     112.6         1.145        
1158710400       9/20/2006     128.0         4.12         
1158796800       9/21/2006     127.3         0.4038       
1158883200       9/22/2006     121.8         0.05448      
1158969600       9/23/2006     115.6         0.0          
1159056000       9/24/2006     107.9         0.0          
1159142400       9/25/2006     122.9         3.571        
1159228800       9/26/2006     114.3         0.3453       
1159315200       9/27/2006     107.6         0.04698      
1159401600       9/28/2006     100.3         0.0          
1159488000       9/29/2006     95.38         0.0          
1159574400       9/30/2006     87.68         0.0          
1159660800       10/1/2006     83.76         0.0          
1159747200       10/2/2006     80.93         0.0          
1159833600       10/3/2006     74.51         0.0          
1159920000       10/4/2006     70.26         0.0          
1160006400       10/5/2006     68.84         0.0          
1160092800       10/6/2006     64.31         0.0          
1160179200       10/7/2006     73.23         0.0          
1160265600       10/8/2006     260.5         662.9        
1160352000       10/9/2006     177.6         89.28        
1160438400       10/10/2006    166.1         24.26        
1160524800       10/11/2006    158.5         7.219        
1160611200       10/12/2006    149.7         2.208        
1160697600       10/13/2006    139.6         0.6954       
1160784000       10/14/2006    129.1         0.2177       
1160870400       10/15/2006    118.5         0.06886      
1160956800       10/16/2006    107.2         0.02163      
1161043200       10/17/2006    97.2          0.0          
1161129600       10/18/2006    98.15         0.0453       
1161216000       10/19/2006    88.33         0.0          
1161302400       10/20/2006    80.8          0.0          
1161388800       10/21/2006    75.34         0.0          
1161475200       10/22/2006    69.08         0.0          
1161561600       10/23/2006    64.23         0.0          
1161648000       10/24/2006    58.89         0.0          
1161734400       10/25/2006    55.35         0.0          
